Latitude,Longitude,Started
41.222,-122.27499,20170828
37.33454,-121.76323,20170621
37.44485,-121.84108,20170726
35.21556,-118.56578,20171026
33.8826,-117.00589,20171023
34.22551,-118.05545,20171017
37.41591,-122.3001,20170911
35.70639,-118.47307,20170805
34.72379,-120.13249,20170717
39.06308,-121.303,20170708
34.20599,-118.98603,20170704
33.87739,-117.16215,20170703
33.23281,-117.29509,20170613
36.94652,-120.90462,20170920
33.58577,-116.07429,20170528
36.38109,-121.00391,20171125
35.06472,-120.5634,20170720
33.6444,-117.3968,20170827
34.149,-117.189,20170712
41.8721,-122.4571,20170606
33.9885,-117.38417,20171221
35.28738,-120.44448,20171009
40.48712,-121.85645,20170403
37.56181,-121.56425,20170827
39.81517,-122.28165,20171102
36.17297,-120.87609,20170911
35.96275,-121.08753,20170629
40.10282,-122.27379,20170624
41.38247,-120.53443,20170603
41.99279,-122.9401,20170813
34.10446,-118.70294,20170629
35.05076,-118.90004,20170514
33.96514,-117.4764,20171204
33.90327,-116.50151,20171114
34.13534,-117.4982,20171024
40.70627,-122.24199,20171008
35.59302,-118.46734,20170929
41.98128,-124.01168,20170912
41.02705,-123.63721,20170828
40.29831,-122.70449,20170826
38.86056,-122.62382,20170717
36.66684,-121.74826,20170716
37.896778,-120.504134,20170919
39.06522,-121.3519,20170724
38.07481,-122.23004,20170622
37.9775,-122.65749,20170627
37.85137,-120.45268,20170611
40.774,-122.309,20171031
37.65963,-120.34802,20170707
33.1683,-116.77342,20170625
33.74925,-117.10301,20170929
38.08055,-122.77846,20170712
33.99316,-117.48405,20170704
38.45822,-120.92162,20170627
35.37351,-118.84134,20170609
33.96419,-117.20507,20170521
34.21829,-117.40625,20171205
33.73547,-117.33364,20170910
40.03697,-123.64214,20170831
36.85596,-121.30983,20170704
33.763304,-117.314994,20170707
33.584036,-116.972036,20170613
35.60633,-118.4642,20170604
40.804,-123.375,20170802
40.79902,-123.39253,20170802
33.62613,-117.07975,20170713
35.90092,-120.93371,20170616
35.902149,-120.983684,20170611
36.5858,-121.80377,20171015
36.099681,-120.443545,20170823
35.60001,-118.4683,20170512
34.52055,-118.62882,20170831
40.27582,-123.64281,20170803
33.96896,-117.25411,20170703
38.77921,-120.46234,20171010
40.29118,-122.42606,20170708
39.8255,-121.7127,20170925
41.4844,-120.36659,20170830
41.93323,-124.19629,20170626
33.79925,-117.11659,20170615
41.64469,-120.31814,20170830
33.82165,-116.96079,20170603
39.03168,-121.40947,20170926
33.71025,-117.31924,20170618
33.94788,-116.59719,20170601
33.18716,-116.50897,20171015
35.76343,-121.04445,20170923
32.59252,-116.61609,20170907
40.71923,-122.02525,20170901
32.7789,-116.8516,20170627
37.02081,-119.95136,20170618
34.29931,-118.37539,20170603
32.679,-116.29296,20170524
33.50488,-117.02132,20171010
37.77982,-122.169,20170926
38.20176,-120.67848,20170705
38.68347,-122.2654,20170613
35.41112,-120.00353,20171020
39.01748,-122.49327,20170905
36.10858,-118.81979,20170705
39.364,-121.4143,20170622
0,0,20170613
36.35578,-120.99552,20170522
40.88516,-123.96844,20171008
38.51937,-123.24713,20171007
40.20077,-122.24731,20171003
37.65986,-120.31157,20170801
34.139,-117.199,20170722
39.13207,-123.10227,20170717
33.52584,-116.85226,20170613
37.86549,-122.2102,20170605
35.983,-119.91508,20170518
35.77082,-120.92482,20170514
33.88994,-116.91023,20171213
39.06414,-121.13737,20171010
33.797216,-117.124538,20170813
40.39799,-123.57562,20170801
37.81827,-120.65764,20170718
40.703775,-122.645079,20170626
35.71704,-118.30601,20170501
38.26294,-122.71998,20170827
39.53944,-121.54722,20170704
36.61332,-120.7109,20170528
36.1727,-120.86682,20170516
37.41231,-119.87465,20171003
40.92602,-121.5935,20170817
40.69259,-122.17384,20170729
35.556667,-120.474,20170520
36.2771,-120.94328,20170517
33.88466,-116.99229,20170514
35.188,-119.2877,20170602
34.04412,-116.55326,20170529
36.96642,-119.58292,20170528
39.87983,-122.5415,20170810
39.16826,-120.95498,20170727
41.45589,-120.56933,20170717
35.947,-120.87492,20170628
38.19906,-120.83484,20170528
33.56777,-116.08003,20170413
34.71796,-120.27077,20171216
34.605358,-120.414875,20171214
39.8629,-121.6268,20170702
35.80375,-120.52508,20170609
33.97155,-117.44148,20170518
37.89532,-120.84748,20171018
38.69775,-120.73757,20170725
38.67474,-121.06088,20170712
34.304722,-117.3125,20170704
39.44257,-121.60683,20170912
0,0,20170604
35.6879,-120.3317,20170507
33.7866,-117.5048,20170430
37.21812,-121.07761,19691231
38.70289,-122.90217,20170731
33.913089,-117.096233,20170702
40.24789,-122.255,20171008
37.76888,-120.15846,20170920
37.10067,-119.32109,20170911
38.34421,-120.72274,20170828
34.23925,-117.85182,20170803
39.36902,-120.97586,20170721
40.48972,-122.38619,20170715
33.77896,-117.24091,20170713
39.50475,-121.33785,20170712
33.91806,-116.99321,20170703
39.08382,-121.06656,20170702
33.90965,-116.9669,20170618
117.138741,33.939428,20170616
35.564124,-118.796513,20170605
33.87107,-116.88097,20170604
39.23205,-121.376,20170529
34.87128,-118.35296,20170528
33.94673,-117.17773,20170523
36.44141,-121.34695,20170424
38.36685,-122.64001,20171009
38.31802,-122.39052,20171008
37.73596,-119.78256,20170907
41.702,-123.508,20170725
41.338,-120.304,20170723
39.75425,-122.17657,20170719
40.6361,-120.9643,20170706
41.86609,-122.73031,20170704
33.43513,-117.58252,20170628
41.841,-123.474,20170625
36.51912,-119.50606,20170623
35.85253,-120.80411,20170519
39.51158,-121.55633,20170207
39.243283,-123.103367,20180727
39.243283,-123.103367,20180727
39.243283,-123.103367,20180727
39.243283,-123.103367,20180727
40.65428,-122.62357,20180723
40.65428,-122.62357,20180723
39.8134,-121.4347,20181108
34.235,-118.70128,20181108
34.235,-118.70128,20181108
37.6549,-119.88581,20180713
38.80583,-122.18183,20180630
38.80583,-122.18183,20180630
40.9425,-122.43,20180905
40.9425,-122.43,20180905
39.04786,-123.11971,20180727
39.04786,-123.11971,20180727
39.04786,-123.11971,20180727
40.896,-122.219,20180809
41.38544,-121.04386,20180815
41.893332,-122.534655,20180705
38.349,-119.929,20180801
33.69888,-117.52055,20180806
40.633536,-120.868091,20180727
39.0674,-122.59848,20180623
0,0,20180725
38.052055,-120.945482,20180629
38.347395,-119.45186,20180904
37.39339,-120.34207,20180615
34.22685,-118.93444,20181108
0,0,20181007
37.571,-119.118,20180611
40.22027778,-122.18,20181007
40.35068,-121.77867,20180623
41.07944,-123.688056,20180816
34.48229,-118.60858,20180922
35.97896,-119.98329,20180806
39.94355,-122.3571,20180609
35.37444,-118.83556,20180803
36.6734,-118.21881,20180708
38.69601,-122.44468,20180908
39.64978,-122.58218,20180609
35.847778,-120.343056,20180806
38.431278,-122.043747,20180810
41.29363,-120.11461,20180713
37.40208,-118.50235,20180218
40.99344,-121.52225,20180809
36.85156,-120.77206,20180502
40.616251,-123.52019,20180904
40.50318,-122.42308,20180624
38.21396,-121.9424,20181108
35.73629,-120.75593,20180620
34.5486,-118.31138,20180604
34.095568,-116.958806,20180706
36.40755,-120.99322,20180604
36.71537,-118.08449,20180419
33.62924,-117.05992,20180517
39.186144,-121.792885,20180731
39.268611,-120.658333,20180903
35.11416667,-120.0922222,20180819
35.387408,-118.817934,20180727
39.82877,-123.08489,20180731
39.77124,-121.76859,20180712
40.33682,-121.93908,20180709
38.42623,-120.95408,20180706
38.59694444,-121.9938889,20180718
38.82426,-121.451307,20180801
35.79012,-118.7393,20180815
36.00912,-120.82226,20180811
40.3768,-120.36403,20180614
37.75646,-121.60646,20180708
37.83388,-120.61746,20180908
39.36529,-121.51707,20181030
36.378333,-120.901167,20180604
32.833674,-116.7311,20180706
37.75375,-121.57918,20180530
40.316137,-120.45053,20180627
36.35502,-121.1563,20180913
35.95515,-120.86256,20180626
35.51777778,-118.6525,20180818
33.07892,-116.91845,20180727
37.38789,-119.68912,20180922
39.59872,-121.78208,20180626
37.735461,-118.970443,20180731
40.52909,-122.17457,20180623
37.449425,-121.88807,20180722
38.539806,-121.059979,20180704
40.60402,-122.9144,20180628
37.10181,-119.623981,20180604
33.389425,-117.502405,20180504
0,0,20180516
38.061298,-120.872244,20180806
37.197039,-120.002619,20180823
33.836101,-117.607577,20180719
36.65351,-121.0454,20180711
37.94714,-121.9921,20180629
40.18395,-122.27574,20180623
32.63046,-116.46674,20180606
40.34256,-121.43025,20180928
35.33916,-120.71488,20180626
34.0232,-119.76576,20180327
33.076239,-116.902985,20180809
37.89612,-121.85847,20180725
41.70877,-122.47293,20180715
41.085,-123.051,20180701
36.37532,-120.862579,20180612
33.41476,-117.24044,20180728
33.571763,-116.500058,20180726
34.91482,-118.92485,20180912
37.33924,-120.24315,20180607
39.491737,-121.637759,20180704
34.26734825,-118.6438159,20181112
37.05876,-121.176354,20180617
37.97638,-122.5275,20180609
33.55132,-117.72044,20180602
34.576944,-119.61416,20180901
40.12791,-122.19792,20180623
36.18401,-120.69955,20181013
40.34822,-120.82497,20180724
34.2325,-117.846111,20180909
37.80785,-120.30187,20180624
38.45673,-121.94658,20181012
40.36888889,-122.8905556,20180819
33.787838,-117.746625,20180611
33.925862,-117.654299,20180612
38.02447,-122.727,20180910
34.30166667,-119.0991667,20181115
35.97677,-121.24898,20181002
38.94388,-120.92611,20180904
34.18075,-117.43184,20181113
38.08424,-120.46078,20180805
38.51943,-122.18353,20180728
34.38039,-118.60441,20180723
39.46543,-122.65582,20180601
41.65935,-122.48556,20180509
34.15475,-117.244366,20180831
36.47766,-119.10433,20181024
39.996944,-121.27,20180807
36.59036,-120.82355,20180712
37.06367,-121.53586,20180706
37.707234,-120.199162,20180618
35.56888889,-118.8013889,20180816
34.463889,-119.831389,20180706
34.62412,-120.22298,20180720
36.75581,-119.42172,20180526
38.8802,-123.0496,20180801
39.02017,-122.57496,20180826
40.31759,-122.21032,20180518
33.0971179,-117.0242529,20180813
36.21634,-118.82989,20180727
34.22526,-117.40967,20180706
35.56922,-120.12441,20180524
35.9352,-121.11936,20180609
35.1234,-118.72905,20180629
39.038859,-123.38493,20180705
40.94666,-121.27049,20180715
40.83116,-120.19336,20181108
37.179167,-119.431667,20180827
37.056944,-121.01638,20180520
-120.258,-120.258,20180929
39.06715,-122.59789,20180709
37.95766,-120.68902,20180624
34.54305556,-120.3180556,20180718
40.5939,-122.17173,20180928
36.696879,-119.304499,20180627
39.2976,-122.512012,20180704
39.65578,-122.58666,20180528
33.67815,-117.32281,20180428
37.22545,-121.79189,20180710
37.66074,-121.67144,20180629
40.394073,-122.135924,20180613
33.504964,-117.148204,20180504
37.08529,-121.09354,20180624
38.645,-120.874167,20180801
39.279833,-123.258319,20180721
38.82128,-121.03918,20180801
36.64832,-121.03253,20180604
37.1769444,-121.6869444,20181007
40.741186,-122.649626,20180720
33.56349,-116.732032,20180704
41.83359,-122.99272,20180627
37.32744,-121.10903,20180529
34.86022,-118.87881,20180708
34.53765,-118.75495,20180623
38.24033,-121.09199,20180611
40.346652,-122.308479,20181105
38.8275,-122.3625,20180830
37.14663,-119.91223,20180615
35.58354,-120.624135,20180614
35.663607,-120.670311,20180613
34.74245,-120.18236,20180517
33.35505,-117.03134,20180522
35.17693,-120.48861,20181019
40.95234,-121.21597,20180715
37.79718,-121.85311,20180708
37.0979,-119.75307,20180523
34.24138,-117.42431,20180926
40.33642,-120.93005,20180922
37.47677,-119.84299,20180615
41.50105,-120.61108,20180714
35.30151,-120.64398,20180916
40.824,-121.90215,20180724
37.163594,-121.702547,20180710
38.91152,-122.86854,20180721
40.27754,-122.11375,20180715
35.96689,-121.28185,20180207
37.69926,-122.02805,20180826
37.86339,-122.12351,20180702
38.07135,-122.76751,19691231
39.57202,-121.43131,20180719
33.56921,-116.154398,20180723
37.28365,-119.97546,20180719
37.779209,-121.908976,20180619
39.549167,-121.521111,20180616
36.796,-121.40604,20180725
40.60866,-122.38366,20181014
32.78031,-117.06782,20180603
35.64917,-120.71907,20180721
41.58233,-122.33769,20180603
38.981389,-122.97222,20180902
33.640051,-117.085354,20180827
39.62194,-123.28774,20181108
33.759722,-117.460278,20180806
40.95673,-121.6002,20180729
36.83036,-121.36446,20180603
35.17156,-118.51651,20180817
37.71173,-121.55604,20180725
36.42638,-118.70443,20180719
39.84151,-121.62168,20180924
40.00293,-122.44008,20180714
34.17711,-117.15381,20180630
0,0,20180218
36.938674,-119.3127769,20181002
33.97902,-117.20534,20180825
41.08583,-121.05722,20180715
38.886518,-122.476381,20180616
40.62693,-122.23449,20180708
37.33563,-121.75815,20180923
37.99618,-122.14097,20180817
37.533026,-121.79733,20180804
33.85852,-117.43521,20180728
35.68539,-120.95157,20180721
38.595865,-121.17693,20180629
35.92436,-119.94083,20180412
32.557566,-116.8663,20180717
41.791859,-122.513883,20180519
35.826333,-118.9821,20180518
33.80406,-116.93188,20180914
38.015323,-121.998967,20180616
35.71859,-120.64028,20180529
38.91842,-122.85276,20180903
33.946896,-117.066643,20180822
37.99113,-121.86473,20180602
40.201826,-122.29388,20180601
37.69965,-120.0545,20180804
33.86439,-117.48144,20180409
37.81111,-121.7944,20181115
37.61158,-121.94182,20181114
37.07793,-121.600023,20180725
37.627119,-121.806775,20180617
33.524412,-116.821724,20180614
39.602703,-121.617698,20180614
34.110516,-118.427886,20180612
39.89075,-120.18499,20180426
33.40178,-117.27467,20180509
33.88744,-117.16232,20180422
37.0125,-122.046,20181103
38.265645,-120.892404,20180617
33.742,-117.28189,20180603
39.10494,-121.07039,20180812
41.34453,-123.85404,20180715
37.21803,-121.76828,20180527
41.94046,-122.43933,20181010
41.52123,-120.72362,20180902
33.467999,-117.003829,20180504
33.711263,-116.164058,20180415
33.05737,-116.77154,20180806
35.70086,-120.97339,20180717
39.99309,-120.02137,20180714
38.64953,-122.01762,20180601
40.678889,-122.400556,20180904
33.04898,-116.78928,20180720
36.10499,-120.55324,20180602
40.49618,-122.51597,20181014
38.7448,-120.65672,20180920
34.171786,-117.35606,20180713
37.22791,-119.50461,20180710
37.97638,-122.5275,20180609
33.40769,-117.22974,20180605
41.64805,-122.98442,20180604
35.75737,-120.91793,20180603
38.16303,-122.23059,20180521
37.73835,-121.6039,20180514
33.12213,-116.58759,20180510
39.66492,-121.51772,20180710
37.19817,-119.80414,20180709
33.47413,-117.31468,20180603
40.4635,-121.77419,20180327
37.12857,-122.12036,20181116
40.888785,-124.001849,20181112
39.93427,-121.54103,20181015
33.627006,-117.171731,20180819
38.27229,-122.26389,20180809
41.632373,-122.37985,20180717
32.619855,-116.764733,20180706
39.6139,-121.954098,20180629
35.05747,-120.39295,20180621
35.77017,-120.57833,20180619
38.245151,-122.44408,20180605
32.75072,-116.92404,20180603
39.80827,-122.3307,20180603
33.45014,-117.22215,20180602
33.53924,-116.10231,20180528
39.71217,-121.77385,20181129
40.70258,-123.55012,20180424
0,0,20180109
0,0,20180109
34.282179,-118.803389,20191030
37.536069,-120.177018,20190816
33.9925,-117.059167,20191010
40.00171,-122.25421,20191027
34.01778,-117.4625,20191030
38.838992,-121.325842,20191125
35.79069,-120.73102,20191009
35.79069,-120.73102,20191009
37.241427,-120.027731,20190721
36.319291,-120.460189,20191018
40.900458,-121.320838,20190807
33.8615,-116.897333,20191010
37.828267,-122.103867,20191010
33.259861,-117.027333,20191025
37.62782,-121.68598,20191024
37.420988,-121.371276,20190718
40.463936,-122.435492,20190712
38.115224,-120.78068,20190718
34.202883,-116.4449,20190803
32.794768,-116.839743,20190717
38.538467,-120.965105,20190929
37.093243,-121.586846,20190712
38.045866,-122.245186,20191015
33.463991,-116.914799,20190827
39.613783,-123.458782,20191004
37.178353,-122.07743,20190903
38.792458,-122.780053,20191023
40.061389,-120.680556,20190904
41.79591,-121.260305,20190728
37.034,-118.345,20190906
34.302212,-118.997115,20191031
40.12,-122.64,20190905
34.32988,-118.48161,20191010
41.748,-121.056,20190906
37.604638,-119.96606,20191006
40.109,-122.789,20190905
37.826,-118.872,20190906
34.472778,-118.368056,20191024
38.724,-120.145,20191011
40.593,-120.581,20190828
34.5025,-119.785,20191125
36.28426,-120.94771,20190626
40.036379,-122.637837,20191103
38.88978,-122.23922,20190608
35.72057,-119.62762,20190507
39.892222,-120.029722,20190824
37.46577,-121.28312,20190626
36.284,-118.228,20190906
33.528469,-117.273157,20190904
41.862237,-122.662258,20190907
35.66318,-120.41128,20190612
32.573437,-116.658735,20190816
39.28926,-121.85906,20190608
42.033,-122.175,20190809
39.631945,-119.769881,20190713
35.343761,-119.913717,20190605
40.943799,-120.275298,20190808
35.63111111,-120.2691667,20190708
35.30759,-119.96498,20190529
37.908362,-121.872941,20190803
36.40193,-119.030621,20190831
34.098191,-118.478717,20191028
39.22431,-123.12887,20191027
38.751648,-121.432636,20190920
40.715556,-122.241944,20190822
37.25988,-121.09375,20190607
38.165873,-122.211671,20191006
33.919507,-117.103765,20190621
33.4853,-117.043723,20190914
39.45296,-121.412619,20190907
32.575556,-117.026667,20190801
35.60989,-118.41204,20190731
37.532028,-120.208019,20190815
34.484722,-120.190833,20191017
36.151,-118.185,20190906
33.975405,-117.207068,20191010
33.985972,-117.414111,20191031
35.908333,-120.984167,20190729
39.622137,-121.693472,20190928
37.63206,-121.538382,20190703
41.150392,-122.634108,20190907
36.008889,-121.466944,20190730
34.71011,-119.3547,20190901
40.679318,-120.392768,20190705
44.734,-120.606,20190906
36.18479,-118.99229,20190602
33.9369,-117.3063,20190907
40.062304,-123.222196,20190905
37.524378,-120.296551,20190708
37.708743,-121.841879,20190809
41.4929742,-123.2129356,20190907
39.005262,-123.195306,20190812
35.214364,-120.455883,20190921
33.911,-116.980528,20190629
37.016944,-119.934167,20190715
37.312877,-120.242411,20190629
37.21638,-121.70768,20190609
34.9008333,-118.9183333,20190721
39.28926,-121.85906,20190617
37.944751,-120.84372,20190715
34.183,-117.285,20191031
37.99136,-121.64118,20191027
34.23955,-119.20187,20191011
32.787656,-116.806941,20190924
34.630919,-120.187368,20190909
40.072739,-120.158273,20190714
37.32585,-121.110146,20190911
35.95191,-120.8092,20190709
38.158333,-122.118889,20190724
35.03855,-119.19454,20190503
33.635,-116.801111,20190915
36.600167,-120.8405,20190902
35.81778,-120.09715,20190428
40.484329,-122.159393,20190815
34.677864,-118.752395,20190803
33.997528,-117.769766,20190728
36.28001,-119.10974,20190601
38.03545,-122.2241,20191027
32.767649,-116.796032,20190728
38.73817,-121.39419,20190626
34.183624,-117.274276,20191024
37.45899,-121.22093,20190530
38.07205,-122.22463,20191027
37.71734,-121.55867,20190821
40.562,-120.544,20190824
34.366111,-118.96,20190714
40.886677,-120.336977,20190807
39.831762,-123.846013,20190727
33.650237,-116.172534,20190518
37.467744,-121.842751,20190921
41.909,-120.306,20190717
36.66909,-119.3046,20190529
33.39684,-117.29665,20190620
35.57376,-120.11738,20190610
35.65189,-118.92545,20190430
34.675542,-118.342239,20190813
41.43783,-120.23976,20190802
34.665699,-119.94974,20190728
32.566389,-116.7525,20190712
33.900994,-117.170588,20190921
33.055124,-116.742508,20191025
33.8128372,-117.1228851,20190713
35.004722,-120.435278,20190724
33.740219,-117.333728,20190805
34.156389,-118.950833,20191010
41.749667,-123.000833,20190915
37.962557,-121.468074,20190716
40.41404,-122.66779,20190626
38.898915,-120.946657,20190903
38.3525,-121.123611,20190802
37.838333,-120.625556,20190923
41.834366,-122.656569,20190727
38.455,-121.969167,20190813
34.42386,-117.10318,20190722
33.514658,-116.7884,20190716
39.551423,-121.800538,20191024
33.77777348,-117.487578,20190825
32.57394,-116.760465,20190815
37.433192,-121.807258,20190724
33.56938,-116.07896,20190712
39.24678,-121.32399,20190625
39.24678,-121.32399,20190624
39.100408,-122.496548,20191105
37.18904,-121.694968,20190702
39.15641,-121.56363,20190608
39.847708,-122.1604,20191009
37.896231,-122.636471,20191024
38.20177,-120.827386,20190922
35.906482,-120.992914,20190901
39.11536,-120.76088,20190510
38.481258,-122.143942,20190722
41.70611111,-123.4375,20191004
39.98097,-122.30737,20190520
37.166674,-122.361112,20191024
37.219717,-121.761974,20190815
39.470333,-121.412333,20190906
37.968494,-121.678172,20190807
40.387772,-120.304341,20191013
33.57039,-116.1466,20190529
38.955024,-122.833831,20190907
35.189783,-120.1755,20191001
32.87833333,-116.88,20190925
32.564583,-116.834583,20191031
37.97911,-122.11092,20191027
38.622058,-121.114095,20190802
38.63047,-122.47282,20190608
39.85484,-121.905,20190501
37.32555556,-121.7644444,20190715
35.89593,-118.94106,20190610
40.46968,-122.54364,20190812
39.97083,-122.48277,20190622
33.69078,-114.57265,20190530
38.017138,-120.945044,20190905
35.97059,-120.88241,20190612
34.055768,-118.554091,20191021
40.4988,-122.19911,20191010
39.06066,-121.35014,20190706
37.034183,-121.45597,20190825
38.652475,-120.826165,20190815
41.838,-122.845,20190727
37.44422,-121.84082,20190610
33.854597,-117.270144,20190912
33.4506,-116.857817,20190822
39.171091,-121.423281,20190810
36.23012,-118.85712,20190603
35.709176,-120.312856,20191011
38.07944444,-122.2561111,20190926
40.55924,-122.25409,20190804
40.41741,-122.767256,20190705
37.75427,-121.57382,20190621
0,0,20190409
40.61805556,-123.6755556,20190101
37.066483,-121.219163,20191007
35.287373,-118.623651,20190805
38.910498,-122.642572,20190904
32.62305556,-116.9141667,20190629
38.75263,-121.39259,20190607
33.81678,-117.18194,20190520
38.88913,-122.604425,20191017
36.154184,-120.634179,20190930
32.557546,-116.873955,20190825
32.557546,-116.873955,20190825
37.469,-121.3697,20190705
36.14246,-118.80582,20190603
37.99837,-122.16201,20190705
38.21416,-122.12214,20190607
38.02503,-121.9763,20190606
32.557566,-116.8663,20190513
37.949747,-120.420058,20190808
39.088333,-122.309167,20190814
33.909792,-117.004667,20190812
38.99174,-122.7751,20190808
33.69055556,-116.953889,20190711
33.80493,-117.15738,20190627
33.849906,-117.461363,20191101
33.703546,-117.033598,20190930
37.718636,-121.657011,20190831
37.429506,-121.336465,20191003
36.732866,-121.39478,20190904
37.494136,-121.534827,20190626
39.76242,-121.73659,20190615
41.64895,-122.35962,20190614
40.612556,-122.039167,20190924
38.703889,-120.890556,20190814
41.512917,-122.740333,20190907
34.353667,-117.343833,20190902
33.30267,-116.97772,20190610
38.757636,-120.75664,20190730
37.606,-121.853,20191008
39.32889,-121.23431,20190629
34.033117,-117.21545,20191021
40.314187,-122.070055,20191007
37.492002,-120.401028,20190913
37.545167,-121.596667,20190902
32.762706,-117.097441,20191015
39.847708,-122.160416,20191009
38.332083,-120.67131,20190925
33.496633,-116.631106,20190910
39.423833,-121.579738,20190723
41.94622,-122.40157,20190616
39.83958,-121.957,20190430
33.827979,-117.499619,20191010
39.40972222,-121.0005556,20190628
38.734634,-121.729691,20191125
33.351145,-117.403719,20191022
33.45148,-116.05898,20191014